Count,Name,Foil,Edition,acquired_price,tcg_mid,tcg_low,foil_price,Condition,Language
"1","Tolarian Scholar","0","Core Set 2019","0.13","0.13","0.01","0.27","NM","EN",
"1","Tolarian Scholar","0","Dominaria","0.13","0.12","0.01","0.25","NM","EN",
"1","Titanic Growth","0","Core Set 2019","0.13","0.14","0.01","0.25","NM","EN",
"1","Titanium Golem","0","Mirrodin","0.16","0.15","0.04","0.28","NM","EN",
"1","Titanic Growth","0","Magic Origins","0.15","0.15","0.01","0.26","NM","EN",
"1","Titanic Growth","0","Magic 2015 Core Set","0.15","0.15","0.03","0.26","NM","EN",
"1","Titanic Growth","0","Magic 2013","0.15","0.15","0.03","0.31","NM","EN",
"1","Titan's Strength","0","Magic Origins","0.19","0.18","0.01","0.69","NM","EN",
"1","Titan's Strength","0","Theros","0.17","0.17","0.05","0.80","NM","EN",
"1","Titan's Presence","0","Battle for Zendikar","0.25","0.30","0.02","1.02","NM","EN",
"1","Tireless Missionaries","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Tin Street Market","0","Gatecrash","0.14","0.14","0.01","0.25","NM","EN",
"1","Time to Feed","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Timberpack Wolf","0","Magic 2013","0.15","0.15","0.02","0.28","NM","EN",
"1","Timberland Guide","0","Avacyn Restored","0.15","0.14","0.01","0.26","NM","EN",
"1","Timberpack Wolf","0","Magic Origins","0.15","0.15","0.01","0.25","NM","EN",
"1","Tightening Coils","0","Battle for Zendikar","0.14","0.14","0.01","0.25","NM","EN",
"1","Tiger Claws","0","Mercadian Masques","0.17","0.18","0.01","0.32","NM","EN",
"1","Tidal Warrior","0","Stronghold","0.20","0.20","0.04","-","NM","EN",
"1","Tide Drifter","0","Battle for Zendikar","0.23","0.20","0.01","0.52","NM","EN",
"1","Tidal Surge","0","Stronghold","0.17","0.15","0.02","-","NM","EN",
"1","Tidal Visionary","0","Invasion","0.16","0.15","0.04","0.31","NM","EN",
"1","Thunderclap","0","Mercadian Masques","0.17","0.16","0.04","0.42","NM","EN",
"1","Thundering Giant","0","Magic 2015 Core Set","0.15","0.15","0.01","0.24","NM","EN",
"1","Thunderbolt","0","Avacyn Restored","0.15","0.15","0.02","0.34","NM","EN",
"1","Throttle","0","Shadows over Innistrad","0.15","0.14","0.01","0.25","NM","EN",
"1","Throttle","0","Khans of Tarkir","0.15","0.13","0.01","0.24","NM","EN",
"1","Thrive","0","Prophecy","0.17","0.17","0.05","0.35","NM","EN",
"1","Thraben Valiant","0","Avacyn Restored","0.15","0.14","0.01","0.25","NM","EN",
"1","Thresher Beast","0","Prophecy","0.19","0.19","0.07","0.65","NM","EN",
"1","Thraben Sentry","0","Innistrad","0.17","0.15","0.02","0.25","NM","EN",
"1","Thraben Standard Bearer","0","Eldritch Moon","0.14","0.13","0.01","0.25","NM","EN",
"1","Thraben Purebloods","0","Innistrad","0.15","0.15","0.02","0.25","NM","EN",
"1","Thraben Inspector","0","Shadows over Innistrad","0.65","0.62","0.25","4.81","NM","EN",
"1","Thraben Foulbloods","0","Eldritch Moon","0.15","0.15","0.01","0.25","NM","EN",
"1","Thoughtleech","0","Ice Age","0.23","0.22","0.05","-","NM","EN",
"1","Thornwood Falls","0","Fate Reforged","0.17","0.19","0.07","0.62","NM","EN",
"1","Thought Scour","0","Dark Ascension","0.45","0.46","0.15","6.64","NM","EN",
"1","Thornwood Falls","0","Khans of Tarkir","0.17","0.19","0.03","0.65","NM","EN",
"1","Thornscape Apprentice","0","Invasion","0.15","0.15","0.01","0.35","NM","EN",
"1","Thornhide Wolves","0","Core Set 2019","0.12","0.12","0.01","0.25","NM","EN",
"1","Thornhide Wolves","0","Shadows over Innistrad","0.15","0.14","0.01","0.25","NM","EN",
"1","Thornbow Archer","0","Magic Origins","0.15","0.15","0.01","0.43","NM","EN",
"1","Think Twice","0","Innistrad","0.21","0.19","0.03","2.49","NM","EN",
"1","Thermal Glider","0","Mercadian Masques","0.18","0.19","0.07","0.47","NM","EN",
"1","Theft of Dreams","0","Exodus","0.17","0.17","0.09","-","NM","EN",
"1","Thassa's Devourer","0","Journey into Nyx","0.15","0.15","0.01","0.26","NM","EN",
"1","Thatcher Revolt","0","Avacyn Restored","0.15","0.15","0.03","0.37","NM","EN",
"1","Thassa's Bounty","0","Theros","0.15","0.15","0.01","0.25","NM","EN",
"1","Thallid Soothsayer","0","Dominaria","0.19","0.21","0.01","0.65","NM","EN",
"1","Thallid Omnivore","0","Dominaria","0.14","0.14","0.01","0.32","NM","EN",
"1","Thalakos Scout","0","Exodus","0.17","0.16","0.05","-","NM","EN",
"1","Terrus Wurm","0","Return to Ravnica","0.15","0.14","0.02","0.25","NM","EN",
"1","Terror","0","Mirrodin","0.16","0.16","0.05","0.61","NM","EN",
"1","Terror","0","Fourth Edition","0.18","0.17","0.05","-","NM","EN",
"1","Terror","0","Revised Edition","0.19","0.18","0.09","-","NM","EN",
"1","Territorial Roc","0","Dragons of Tarkir","0.14","0.14","0.01","0.25","NM","EN",
"1","Territorial Baloth","0","Battle for Zendikar","0.14","0.13","0.01","0.27","NM","EN",
"1","Terrarion","0","Eldritch Moon","0.16","0.17","0.02","0.51","NM","EN",
"1","Terrifying Presence","0","Avacyn Restored","0.15","0.15","0.04","0.28","NM","EN",
"1","Temur Runemark","0","Fate Reforged","0.15","0.14","0.01","0.27","NM","EN",
"1","Tenement Crasher","0","Return to Ravnica","0.15","0.14","0.02","0.25","NM","EN",
"1","Temur Charm","0","Khans of Tarkir","0.20","0.21","0.01","0.57","NM","EN",
"1","Temur Charger","0","Khans of Tarkir","0.20","0.20","0.02","0.32","NM","EN",
"1","Temur Banner","0","Khans of Tarkir","0.15","0.14","0.02","0.27","NM","EN",
"1","Tempting Licid","0","Stronghold","0.25","0.25","0.1","-","NM","EN",
"1","Tel-Jilad Exile","0","Mirrodin","0.15","0.15","0.01","0.27","NM","EN",
"1","Temper","0","Stronghold","0.23","0.22","0.05","-","NM","EN",
"1","Tel-Jilad Chosen","0","Mirrodin","0.15","0.15","0.02","0.25","NM","EN",
"1","Tel-Jilad Archers","0","Mirrodin","0.15","0.15","0.02","0.26","NM","EN",
"1","Tattered Haunter","0","Eldritch Moon","0.15","0.14","0.01","0.26","NM","EN",
"1","Taste of Paradise","0","Alliances","0.16","0.15","0.02","-","NM","EN",
"1","Taste of Paradise","0","Alliances","0.16","0.15","0.02","-","NM","EN",
"1","Tasigur's Cruelty","0","Fate Reforged","0.15","0.15","0.01","0.35","NM","EN",
"1","Task Force","0","Mercadian Masques","0.19","0.20","0.07","0.99","NM","EN",
"1","Tarpan","0","Ice Age","0.16","0.17","0.05","-","NM","EN",
"1","Tanglebloom","0","Mirrodin","0.15","0.15","0.02","0.25","NM","EN",
"1","Tar Snare","0","Oath of the Gatewatch","0.15","0.14","0.01","0.25","NM","EN",
"1","Tandem Tactics","0","Battle for Zendikar","0.15","0.14","0.01","0.29","NM","EN",
"1","Tangle Golem","0","Darksteel","0.17","0.15","0.05","0.40","NM","EN",
"1","Talons of Wildwood","0","Core Set 2019","0.13","0.14","0.01","0.27","NM","EN",
"1","Talons of Falkenrath","0","Dark Ascension","0.15","0.15","0.01","0.24","NM","EN",
"1","Take Vengeance","0","Core Set 2019","0.14","0.14","0.01","0.38","NM","EN",
"1","Tajuru Stalwart","0","Battle for Zendikar","0.15","0.14","0.01","0.28","NM","EN",
"1","Tajuru Warcaller","0","Battle for Zendikar","0.21","0.20","0.03","0.46","NM","EN",
"1","Tajuru Pathwarden","0","Oath of the Gatewatch","0.14","0.14","0.01","0.25","NM","EN",
"1","Tainted Well","0","Invasion","0.16","0.16","0.05","0.32","NM","EN",
"1","Tajuru Beastmaster","0","Battle for Zendikar","0.15","0.13","0.01","0.25","NM","EN",
"1","Tail Slash","0","Dragons of Tarkir","0.15","0.15","0.01","0.25","NM","EN",
"1","Taigam's Strike","0","Dragons of Tarkir","0.15","0.15","0.01","0.25","NM","EN",
"1","Taigam's Scheming","0","Khans of Tarkir","0.16","0.15","0.01","0.52","NM","EN",
"1","Syndicate Enforcer","0","Gatecrash","0.14","0.14","0.01","0.24","NM","EN",
"1","Syncopate","0","Dominaria","0.15","0.15","0.02","1.50","NM","EN",
"1","Syndic of Tithes","0","Gatecrash","0.15","0.15","0.03","0.39","NM","EN",
"1","Swiftwater Cliffs","0","Fate Reforged","0.17","0.16","0.05","0.71","NM","EN",
"1","Symbiosis","0","Urza's Saga","0.18","0.17","0.01","-","NM","EN",
"1","Swift Spinner","0","Eldritch Moon","0.15","0.14","0.01","0.28","NM","EN",
"1","Swiftwater Cliffs","0","Khans of Tarkir","0.15","0.15","0.05","0.72","NM","EN",
"1","Swift Kick","0","Khans of Tarkir","0.14","0.13","0.01","0.25","NM","EN",
"1","Swift Justice","0","Return to Ravnica","0.15","0.15","0.02","0.25","NM","EN",
"1","Swell of Growth","0","Battle for Zendikar","0.15","0.15","0.01","0.46","NM","EN",
"1","Sweep Away","0","Oath of the Gatewatch","0.14","0.14","0.01","0.25","NM","EN",
"1","Swarm Surge","0","Battle for Zendikar","0.15","0.15","0.01","0.28","NM","EN",
"1","Swamp Mosquito","0","Time Spiral ""Timeshifted""","0.22","0.23","0.09","0.70","NM","EN",
"1","Swamp Mosquito","0","Time Spiral ""Timeshifted""","0.22","0.23","0.09","0.70","NM","EN",
"1","Survive the Night","0","Shadows over Innistrad","0.15","0.15","0.01","0.28","NM","EN",
"1","Surge of Strength","0","Alliances","0.24","0.23","0.07","-","NM","EN",
"1","Survey the Wreckage","0","Return to Ravnica","0.15","0.15","0.02","0.25","NM","EN",
"1","Sure Strike","0","Battle for Zendikar","0.15","0.14","0.01","0.25","NM","EN",
"1","Sure Strike","0","Core Set 2019","0.12","0.12","0.01","0.25","NM","EN",
"1","Suppression Bonds","0","Magic Origins","0.15","0.15","0.01","0.43","NM","EN",
"1","Suntail Hawk","0","Magic 2014 Core Set","0.15","0.15","0.02","0.25","NM","EN",
"1","Sungrace Pegasus","0","Magic 2015 Core Set","0.17","0.15","0.03","0.31","NM","EN",
"1","Sunspire Griffin","0","Return to Ravnica","0.15","0.15","0.01","0.24","NM","EN",
"1","Sunbeam Spellbomb","0","Mirrodin","0.16","0.17","0.06","0.50","NM","EN",
"1","Sundering Growth","0","Return to Ravnica","0.18","0.16","0.03","0.65","NM","EN",
"1","Sun-Crowned Hunters","0","Ixalan","0.14","0.15","0.01","0.25","NM","EN",
"1","Summit Prowler","0","Dragons of Tarkir","0.15","0.15","0.01","0.23","NM","EN",
"1","Summit Prowler","0","Khans of Tarkir","0.15","0.13","0.01","0.25","NM","EN",
"1","Sultai Soothsayer","0","Khans of Tarkir","0.21","0.20","0.01","0.32","NM","EN",
"1","Sultai Skullkeeper","0","Fate Reforged","0.15","0.14","0.01","0.25","NM","EN",
"1","Sultai Scavenger","0","Khans of Tarkir","0.15","0.15","0.01","0.31","NM","EN",
"1","Sultai Flayer","0","Khans of Tarkir","0.20","0.20","0.02","0.29","NM","EN",
"1","Sultai Runemark","0","Fate Reforged","0.15","0.15","0.01","0.28","NM","EN",
"1","Sultai Emissary","0","Fate Reforged","0.16","0.16","0.01","0.43","NM","EN",
"1","Sultai Banner","0","Khans of Tarkir","0.15","0.15","0.01","0.29","NM","EN",
"1","Subterranean Scout","0","Magic Origins","0.15","0.14","0.01","0.45","NM","EN",
"1","Sultai Charm","0","Khans of Tarkir","0.23","0.22","0.03","0.64","NM","EN",
"1","Stymied Hopes","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Student of Ojutai","0","Dragons of Tarkir","0.15","0.14","0.01","0.25","NM","EN",
"1","Structural Distortion","0","Shadows over Innistrad","0.15","0.15","0.01","0.28","NM","EN",
"1","Stronghold Discipline","0","Nemesis","0.16","0.15","0.03","0.30","NM","EN",
"1","Stronghold Confessor","0","Dominaria","0.14","0.12","0.01","0.33","NM","EN",
"1","Structural Collapse","0","Gatecrash","0.15","0.14","0.01","0.24","NM","EN",
"1","Stromkirk Mentor","0","Shadows over Innistrad","0.15","0.14","0.01","0.30","NM","EN",
"1","Stromkirk Patrol","0","Innistrad","0.15","0.15","0.02","0.25","NM","EN",
"1","Strength of Arms","0","Shadows over Innistrad","0.15","0.15","0.01","0.32","NM","EN",
"1","Stromgald Spy","0","Alliances","0.23","0.22","0.06","-","NM","EN",
"1","Stream of Life","0","Revised Edition","0.15","0.16","0.03","-","NM","EN",
"1","Stream of Life","0","Fourth Edition","0.17","0.15","0.05","-","NM","EN",
"1","Strangling Spores","0","Core Set 2019","0.12","0.12","0.01","0.29","NM","EN",
"1","Stratus Walk","0","Magic Origins","0.15","0.14","0.01","0.25","NM","EN",
"1","Strange Augmentation","0","Eldritch Moon","0.14","0.14","0.01","0.28","NM","EN",
"1","Stormwatch Eagle","0","Prophecy","0.16","0.16","0.02","0.32","NM","EN",
"1","Stormscape Apprentice","0","Invasion","0.18","0.18","0.07","1.03","NM","EN",
"1","Stormrider Spirit","0","Shadows over Innistrad","0.15","0.14","0.01","0.24","NM","EN",
"1","Stonefury","0","Battle for Zendikar","0.15","0.12","0.01","0.25","NM","EN",
"1","Stone Rain","0","Mercadian Masques","0.18","0.19","0.05","16.98","NM","EN",
"1","Stone Rain","0","Tempest","0.19","0.20","0.09","-","NM","EN",
"1","Stonefare Crocodile","0","Return to Ravnica","0.15","0.14","0.01","0.24","NM","EN",
"1","Stone Rain","0","Mirage","0.19","0.19","0.08","-","NM","EN",
"1","Stone Rain","0","Ice Age","0.16","0.17","0.07","-","NM","EN",
"1","Stone Rain","0","Fourth Edition","0.18","0.17","0.04","-","NM","EN",
"1","Stone Haven Medic","0","Battle for Zendikar","0.15","0.14","0.01","0.25","NM","EN",
"1","Stoic Builder","0","Shadows over Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Stitcher's Apprentice","0","Innistrad","0.15","0.15","0.02","0.25","NM","EN",
"1","Stitched Mangler","0","Shadows over Innistrad","0.15","0.15","0.01","0.26","NM","EN",
"1","Stitched Drake","0","Innistrad","0.15","0.15","0.03","0.34","NM","EN",
"1","Stensia Innkeeper","0","Eldritch Moon","0.14","0.14","0.01","0.26","NM","EN",
"1","Stern Constable","0","Shadows over Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Stensia Banquet","0","Eldritch Moon","0.15","0.15","0.01","0.24","NM","EN",
"1","Stench of Decay","0","Alliances","0.18","0.17","0.03","-","NM","EN",
"1","Steel Wall","0","Mirrodin","0.23","0.30","0.08","2.99","NM","EN",
"1","Stench of Decay","0","Alliances","0.18","0.17","0.03","-","NM","EN",
"1","Steal Strength","0","Prophecy","0.16","0.16","0.03","0.34","NM","EN",
"1","Stealer of Secrets","0","Return to Ravnica","0.14","0.15","0.01","0.25","NM","EN",
"1","Staunch-Hearted Warrior","0","Theros","0.15","0.15","0.01","0.25","NM","EN",
"1","Star-Crowned Stag","0","Core Set 2019","0.14","0.14","0.01","0.29","NM","EN",
"1","Statute of Denial","0","Magic 2015 Core Set","0.15","0.15","0.01","0.28","NM","EN",
"1","Standing Troops","0","Exodus","0.17","0.15","0.03","-","NM","EN",
"1","Stampeding Elk Herd","0","Dragons of Tarkir","0.15","0.15","0.01","0.25","NM","EN",
"1","Stamina","0","Mercadian Masques","0.23","0.23","0.05","0.53","NM","EN",
"1","Stalwart Aven","0","Magic Origins","0.15","0.14","0.01","0.25","NM","EN",
"1","Stallion of Ashmouth","0","Shadows over Innistrad","0.15","0.14","0.01","0.27","NM","EN",
"1","Stalking Tiger","0","Mirage","0.15","0.15","0.05","-","NM","EN",
"1","Stalking Drone","0","Oath of the Gatewatch","0.15","0.14","0.01","0.25","NM","EN",
"1","Squallmonger","0","Mercadian Masques","0.23","0.22","0.05","0.80","NM","EN",
"1","Stab Wound","0","Return to Ravnica","0.15","0.15","0.02","0.28","NM","EN",
"1","Squall","0","Mercadian Masques","0.17","0.16","0.01","0.34","NM","EN",
"1","Spur Grappler","0","Prophecy","0.16","0.16","0.03","0.34","NM","EN",
"1","Springsage Ritual","0","Eldritch Moon","0.15","0.15","0.01","0.26","NM","EN",
"1","Sprinting Warbrute","0","Dragons of Tarkir","0.15","0.13","0.01","0.26","NM","EN",
"1","Spontaneous Mutation","0","Eldritch Moon","0.15","0.15","0.01","0.28","NM","EN",
"1","Sporecrown Thallid","0","Dominaria","0.34","0.33","0.05","1.41","NM","EN",
"1","Spitting Spider","0","Prophecy","0.23","0.24","0.05","0.50","NM","EN",
"1","Splatter Thug","0","Return to Ravnica","0.14","0.14","0.01","0.25","NM","EN",
"1","Spirit Shackle","0","Fourth Edition","0.23","0.22","0.08","-","NM","EN",
"1","Spire Tracer","0","Gatecrash","0.15","0.14","0.03","0.26","NM","EN",
"1","Spirit en-Kor","0","Stronghold","0.18","0.16","0.05","-","NM","EN",
"1","Spineless Thug","0","Seventh Edition","0.17","0.16","0.01","0.46","NM","EN",
"1","Spined Wurm","0","Seventh Edition","0.18","0.15","0.01","0.74","NM","EN",
"1","Spineless Thug","0","Nemesis","0.16","0.15","0.01","0.31","NM","EN",
"1","Spined Wurm","0","Stronghold","0.16","0.15","0.04","-","NM","EN",
"1","Spined Sliver","0","Stronghold","0.25","0.27","0.1","-","NM","EN",
"1","Spindrift Drake","0","Stronghold","0.17","0.15","0.04","-","NM","EN",
"1","Spiketail Hatchling","0","Prophecy","0.17","0.17","0.07","1.78","NM","EN",
"1","Spikeshot Goblin","0","Mirrodin","0.16","0.15","0.06","0.46","NM","EN",
"1","Spiked Baloth","0","Magic 2013","0.15","0.14","0.01","0.24","NM","EN",
"1","Spike Soldier","0","Stronghold","0.23","0.22","0.04","-","NM","EN",
"1","Spike Worker","0","Stronghold","0.15","0.15","0.04","-","NM","EN",
"1","Spike Drone","0","Tempest","0.15","0.15","0.04","-","NM","EN",
"1","Spike Feeder","0","Stronghold","0.46","0.45","0.15","-","NM","EN",
"1","Spike Colony","0","Stronghold","0.16","0.15","0.04","-","NM","EN",
"1","Spidery Grasp","0","Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Sphere of Purity","0","Mirrodin","0.15","0.15","0.01","0.28","NM","EN",
"1","Spidersilk Net","0","Dragons of Tarkir","0.17","0.15","0.03","0.45","NM","EN",
"1","Spell Shrivel","0","Battle for Zendikar","0.16","0.15","0.01","0.69","NM","EN",
"1","Spellshock","0","Exodus","0.48","0.68","0.3","-","NM","EN",
"1","Spell Rupture","0","Gatecrash","0.15","0.14","0.01","0.29","NM","EN",
"1","Spectral Reserves","0","Eldritch Moon","0.15","0.15","0.01","0.25","NM","EN",
"1","Spell Blast","0","Tempest","0.15","0.15","0.03","-","NM","EN",
"1","Spell Blast","0","Revised Edition","0.16","0.16","0.05","-","NM","EN",
"1","Spectral Prison","0","Avacyn Restored","0.15","0.13","0.01","0.25","NM","EN",
"1","Spectral Flight","0","Innistrad","0.16","0.15","0.03","0.71","NM","EN",
"1","Spectral Gateguards","0","Avacyn Restored","0.14","0.15","0.01","0.26","NM","EN",
"1","Specter's Shroud","0","Darksteel","0.24","0.24","0.08","0.61","NM","EN",
"1","Spearpoint Oread","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Spawnbinder Mage","0","Oath of the Gatewatch","0.14","0.14","0.01","0.24","NM","EN",
"1","Spawning Bed","0","Battle for Zendikar","0.22","0.25","0.04","0.80","NM","EN",
"1","Sparring Construct","0","Dominaria","0.15","0.14","0.01","0.48","NM","EN",
"1","Spawn of Rix Maadi","0","Return to Ravnica","0.14","0.14","0.01","0.23","NM","EN",
"1","Sparktongue Dragon","0","Core Set 2019","0.14","0.14","0.01","0.35","NM","EN",
"1","Sparkmage's Gambit","0","Oath of the Gatewatch","0.14","0.13","0.01","0.25","NM","EN",
"1","Spark Jolt","0","Theros","0.15","0.15","0.01","0.28","NM","EN",
"1","Sovereign's Bite","0","Core Set 2019","0.15","0.19","0.05","0.91","NM","EN",
"1","Spare from Evil","0","Innistrad","0.15","0.15","0.02","0.30","NM","EN",
"1","Soulmender","0","Magic 2015 Core Set","0.15","0.15","0.02","0.25","NM","EN",
"1","Soulshriek","0","Mirage","0.16","0.15","0.03","-","NM","EN",
"1","Soul Summons","0","Fate Reforged","0.15","0.14","0.01","0.34","NM","EN",
"1","Soul Warden","0","Exodus","0.59","0.55","0.2","-","NM","EN",
"1","Soul Salvage","0","Dominaria","0.13","0.14","0.01","0.27","NM","EN",
"1","Soul Kiss","0","Ice Age","0.15","0.15","0.03","-","NM","EN",
"1","Soul Burn","0","Ice Age","0.15","0.15","0.05","-","NM","EN",
"1","Sorcerer's Wand","0","Dominaria","0.20","0.21","0.01","0.49","NM","EN",
"1","Songs of the Damned","0","Ice Age","0.23","0.25","0.1","-","NM","EN",
"1","Soothing Balm","0","Mercadian Masques","0.18","0.18","0.05","0.35","NM","EN",
"1","Somberwald Spider","0","Innistrad","0.15","0.15","0.01","0.26","NM","EN",
"1","Somberwald Vigilante","0","Avacyn Restored","0.14","0.13","0.01","0.25","NM","EN",
"1","Somber Hoverguard","0","Mirrodin","0.15","0.15","0.02","0.44","NM","EN",
"1","Somberwald Dryad","0","Dark Ascension","0.15","0.14","0.01","0.28","NM","EN",
"1","Solitary Hunter","0","Shadows over Innistrad","0.15","0.15","0.01","0.26","NM","EN",
"1","Solemn Offering","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Solemn Offering","0","Magic 2014 Core Set","0.15","0.15","0.01","0.26","NM","EN",
"1","Soldier Replica","0","Mirrodin","0.15","0.15","0.02","0.25","NM","EN",
"1","Soldevi Steam Beast","0","Alliances","0.17","0.15","0.06","-","NM","EN",
"1","Soldevi Sage","0","Classic Sixth Edition","0.24","0.22","0.08","-","NM","EN",
"1","Soldevi Adnate","0","Alliances","0.24","0.75","0.18","-","NM","EN",
"1","Soldevi Adnate","0","Alliances","0.24","0.75","0.18","-","NM","EN",
"1","Sneaky Homunculus","0","Nemesis","0.17","0.17","0.02","0.56","NM","EN",
"1","Snowhorn Rider","0","Khans of Tarkir","0.15","0.14","0.01","0.25","NM","EN",
"1","Snapping Gnarlid","0","Battle for Zendikar","0.15","0.15","0.01","0.33","NM","EN",
"1","Snare the Skies","0","Avacyn Restored","0.15","0.14","0.01","0.25","NM","EN",
"1","Snapping Drake","0","Core Set 2019","0.14","0.12","0.01","0.25","NM","EN",
"1","Smoldering Efreet","0","Fate Reforged","0.15","0.14","0.01","0.26","NM","EN",
"1","Smoke Teller","0","Khans of Tarkir","0.15","0.14","0.01","0.24","NM","EN",
"1","Smite the Monstrous","0","Battle for Zendikar","0.15","0.14","0.01","0.26","NM","EN",
"1","Smite the Monstrous","0","Khans of Tarkir","0.15","0.14","0.01","0.25","NM","EN",
"1","Smite the Monstrous","0","Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Smite","0","Gatecrash","0.15","0.15","0.02","0.24","NM","EN",
"1","Smelt","0","Core Set 2019","0.14","0.14","0.01","0.38","NM","EN",
"1","Smite","0","Stronghold","0.17","0.17","0.03","-","NM","EN",
"1","Smelt","0","Magic 2014 Core Set","0.15","0.15","0.03","0.29","NM","EN",
"1","Sluiceway Scorpion","0","Return to Ravnica","0.15","0.15","0.02","0.25","NM","EN",
"1","Smash to Smithereens","0","Magic Origins","0.18","0.20","0.06","0.61","NM","EN",
"1","Sludge Crawler","0","Battle for Zendikar","0.15","0.15","0.01","0.35","NM","EN",
"1","Sludge Crawler","0","Battle for Zendikar","0.15","0.15","0.01","0.35","NM","EN",
"1","Slip Through Space","0","Oath of the Gatewatch","0.17","0.16","0.05","1.32","NM","EN",
"1","Slaughterhorn","0","Gatecrash","0.14","0.14","0.01","0.25","NM","EN",
"1","Sleep Paralysis","0","Shadows over Innistrad","0.14","0.15","0.01","0.28","NM","EN",
"1","Slate Street Ruffian","0","Gatecrash","0.15","0.14","0.01","0.24","NM","EN",
"1","Slagwurm Armor","0","Mirrodin","0.30","0.36","0.21","5.72","NM","EN",
"1","Slaughter Drone","0","Oath of the Gatewatch","0.14","0.14","0.01","0.27","NM","EN",
"1","Slab Hammer","0","Battle for Zendikar","0.20","0.20","0.01","0.29","NM","EN",
"1","Skyshroud Ranger","0","Tempest","0.23","0.49","0.18","-","NM","EN",
"1","Skyshroud Ridgeback","0","Nemesis","0.17","0.16","0.04","0.75","NM","EN",
"1","Skyshroud Troopers","0","Stronghold","0.17","0.16","0.02","-","NM","EN",
"1","Skyshroud Claim","0","Nemesis","1.50","1.18","0.35","25.75","NM","EN",
"1","Skyshroud Falcon","0","Stronghold","0.17","0.15","0.04","-","NM","EN",
"1","Skyshroud Falcon","0","Seventh Edition","0.17","0.15","0.04","1.90","NM","EN",
"1","Skyshroud Cutter","0","Nemesis","0.17","0.18","0.04","1.63","NM","EN",
"1","Skyshroud Elf","0","Tempest","0.19","0.19","0.05","-","NM","EN",
"1","Skyshroud Archer","0","Stronghold","0.17","0.16","0.04","-","NM","EN",
"1","Angel of Condemnation","0","Hour of Devastation","0.43","0.42","0.1","1.13","NM","EN",
"1","Canyon Slough","0","Amonkhet","2.47","1.90","0.39","3.70","NM","EN",
"1","Abrade","1","Hour of Devastation","7.98","1.87","0.74","7.49","NM","EN",
"1","Abrade","1","Hour of Devastation","7.98","1.87","0.74","7.49","NM","EN",
"1","Duress","0","Dragons of Tarkir","0.17","0.16","0.02","2.80","NM","EN",
"1","Duress","0","Dragons of Tarkir","0.17","0.16","0.02","2.80","NM","EN",
"1","Duress","0","Dragons of Tarkir","0.17","0.16","0.02","2.80","NM","EN",
"1","Karn Liberated","0","Ultimate Masters","65.00","69.99","59","82.99","NM","EN",
"1","Cavern of Souls","0","Ultimate Masters","62.50","68.21","54.44","124.99","NM","EN",
"1","Snapcaster Mage","0","Ultimate Masters","59.94","65.55","55","110.00","NM","EN",
"1","Snapcaster Mage","0","Ultimate Masters","59.94","65.55","55","110.00","NM","EN",
"1","Cavern of Souls","0","Ultimate Masters","62.50","68.21","54.44","124.99","NM","EN",
"1","Engineered Explosives","0","Ultimate Masters","32.38","23.43","18","34.99","NM","EN",
"1","Karn Liberated","0","Ultimate Masters","65.00","69.99","59","82.99","NM","EN",
"1","Personal Incarnation","0","Limited Edition Beta","172.50","200.00","199","-","NM","EN",
"1","Old-Growth Dryads","0","Ixalan","0.30","0.30","0.05","0.75","NM","EN",
"1","Old-Growth Dryads","1","Ixalan","0.85","0.30","0.05","0.75","NM","EN",
"1","Domri, Chaos Bringer","1","Ravnica Allegiance: Mythic Edition","29.99","-","-","28.24","NM","EN",
"1","Snapcaster Mage","1","Pro Tour Promos","169.47","-","-","160.28","NM","EN",
"1","Snapcaster Mage","1","Pro Tour Promos","169.47","-","-","160.28","NM","EN",
"1","Snapcaster Mage","1","Pro Tour Promos","169.47","-","-","160.28","NM","EN",
